full_name,html_url,downloads_url,created_at,updated_at,stargazers_count,language,has_issues,has_projects,has_downloads,forks_count,archived,disabled,open_issues_count,default_branch,subscribers_count,organization/type,commits_count,contr_count
rauloliva/Blog-Creator,https://github.com/rauloliva/Blog-Creator,https://api.github.com/repos/rauloliva/Blog-Creator/downloads,2022-02-12 23:06:02+00:00,2025-09-24 05:37:51+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,main,1.0,,43.0,1
davisbradleyj/my-class-repo,https://github.com/davisbradleyj/my-class-repo,https://api.github.com/repos/davisbradleyj/my-class-repo/downloads,2020-03-09 21:15:03+00:00,2025-11-05 23:37:56+00:00,1.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,584.0,2
visheshc14/Mareux,https://github.com/visheshc14/Mareux,https://api.github.com/repos/visheshc14/Mareux/downloads,2022-11-09 07:30:59+00:00,2025-10-13 13:09:10+00:00,1.0,JavaScript,True,True,True,0.0,False,False,13.0,main,1.0,,25.0,1
farmanahmed2007/uik-framework,https://github.com/farmanahmed2007/uik-framework,https://api.github.com/repos/farmanahmed2007/uik-framework/downloads,2020-01-28 05:32:50+00:00,2025-09-23 04:26:43+00:00,0.0,SCSS,True,True,True,1.0,False,False,0.0,master,1.0,,49.0,3
gillescj/colour-builder,https://github.com/gillescj/colour-builder,https://api.github.com/repos/gillescj/colour-builder/downloads,2020-05-04 21:47:52+00:00,2025-10-14 00:09:53+00:00,0.0,JavaScript,True,True,True,0.0,False,False,12.0,master,1.0,,154.0,2
c00kiemon5ter/presentation-tnc19-identitypython-eduteams,https://github.com/c00kiemon5ter/presentation-tnc19-identitypython-eduteams,https://api.github.com/repos/c00kiemon5ter/presentation-tnc19-identitypython-eduteams/downloads,2019-06-09 22:41:27+00:00,2025-09-25 11:50:01+00:00,3.0,JavaScript,True,True,True,0.0,False,False,0.0,master,0.0,,2422.0,30
Kuaruou/Vuex-TodoList,https://github.com/Kuaruou/Vuex-TodoList,https://api.github.com/repos/Kuaruou/Vuex-TodoList/downloads,2020-01-21 10:26:07+00:00,2025-10-02 14:33:13+00:00,1.0,Vue,True,True,True,0.0,False,False,6.0,master,1.0,,157.0,2
faveosuite/faveo-client-form-pwa,https://github.com/faveosuite/faveo-client-form-pwa,https://api.github.com/repos/faveosuite/faveo-client-form-pwa/downloads,2021-08-13 04:47:10+00:00,2025-08-22 09:20:39+00:00,0.0,JavaScript,True,True,True,1.0,False,False,7.0,main,3.0,Organization,48.0,8
AvinashAnand02/SwetaPortfolio,https://github.com/AvinashAnand02/SwetaPortfolio,https://api.github.com/repos/AvinashAnand02/SwetaPortfolio/downloads,2024-01-26 15:24:30+00:00,2025-09-02 17:03:23+00:00,0.0,CSS,True,True,True,0.0,False,False,0.0,main,1.0,,15.0,2
anton-karlovskiy/joyn-ai,https://github.com/anton-karlovskiy/joyn-ai,https://api.github.com/repos/anton-karlovskiy/joyn-ai/downloads,2020-09-22 10:43:29+00:00,2025-10-04 18:59:05+00:00,1.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,10.0,1
hefiw/Web_PrimalTraining,https://github.com/hefiw/Web_PrimalTraining,https://api.github.com/repos/hefiw/Web_PrimalTraining/downloads,2025-09-21 18:00:51+00:00,2025-10-06 08:38:37+00:00,0.0,CSS,True,True,True,0.0,False,False,0.0,main,0.0,,11.0,1
harrybeckwith/gardening-website,https://github.com/harrybeckwith/gardening-website,https://api.github.com/repos/harrybeckwith/gardening-website/downloads,2025-09-20 09:56:51+00:00,2025-10-22 15:28:55+00:00,0.0,Vue,True,True,True,0.0,False,False,0.0,main,0.0,,16.0,1
ShamazRaheem/Shamaz-portfolio,https://github.com/ShamazRaheem/Shamaz-portfolio,https://api.github.com/repos/ShamazRaheem/Shamaz-portfolio/downloads,2025-10-22 07:23:27+00:00,2025-10-22 07:40:11+00:00,0.0,HTML,True,True,True,0.0,False,False,0.0,main,0.0,,4.0,1
edradgodoy/Clases,https://github.com/edradgodoy/Clases,https://api.github.com/repos/edradgodoy/Clases/downloads,2023-05-11 15:51:49+00:00,2025-10-01 18:44:58+00:00,0.0,JavaScript,True,True,True,0.0,False,False,1.0,main,1.0,,45.0,2
j-guerreiro/dev-cats-app,https://github.com/j-guerreiro/dev-cats-app,https://api.github.com/repos/j-guerreiro/dev-cats-app/downloads,2023-05-26 23:12:44+00:00,2025-10-23 22:02:46+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,main,1.0,,12.0,1
L0ki1/Proyecto_Tecnologico_Front,https://github.com/L0ki1/Proyecto_Tecnologico_Front,https://api.github.com/repos/L0ki1/Proyecto_Tecnologico_Front/downloads,2025-09-17 14:50:46+00:00,2025-09-19 04:22:38+00:00,0.0,JavaScript,False,False,True,0.0,False,False,0.0,main,0.0,,57.0,3
dinotudor/fm-frontend,https://github.com/dinotudor/fm-frontend,https://api.github.com/repos/dinotudor/fm-frontend/downloads,2019-05-22 09:03:46+00:00,2025-10-01 06:01:40+00:00,0.0,JavaScript,True,True,True,0.0,False,False,4.0,master,0.0,,97.0,2
videinfra/static-website-builder,https://github.com/videinfra/static-website-builder,https://api.github.com/repos/videinfra/static-website-builder/downloads,2020-06-02 14:44:08+00:00,2025-10-29 19:11:32+00:00,5.0,JavaScript,True,True,True,2.0,False,False,11.0,master,3.0,Organization,101.0,1
Ocelot-Social-Community/Ocelot-Social,https://github.com/Ocelot-Social-Community/Ocelot-Social,https://api.github.com/repos/Ocelot-Social-Community/Ocelot-Social/downloads,2020-10-04 14:37:59+00:00,2025-11-01 15:37:44+00:00,107.0,TypeScript,True,True,True,50.0,False,False,584.0,master,6.0,Organization,16804.0,30
turankantarci/simple-image-search,https://github.com/turankantarci/simple-image-search,https://api.github.com/repos/turankantarci/simple-image-search/downloads,2020-05-19 23:21:20+00:00,2025-10-11 01:10:39+00:00,2.0,JavaScript,True,True,True,0.0,False,False,11.0,master,1.0,,11.0,2
this-is-matt/Portfolio-MP,https://github.com/this-is-matt/Portfolio-MP,https://api.github.com/repos/this-is-matt/Portfolio-MP/downloads,2023-03-18 01:32:59+00:00,2025-10-26 19:44:11+00:00,0.0,HTML,True,True,True,0.0,False,False,0.0,master,1.0,,15.0,1
Peter-Eshak-Abdo/abona-faltaus,https://github.com/Peter-Eshak-Abdo/abona-faltaus,https://api.github.com/repos/Peter-Eshak-Abdo/abona-faltaus/downloads,2025-01-06 17:49:01+00:00,2025-11-11 08:47:33+00:00,1.0,TypeScript,True,True,True,0.0,False,False,0.0,main,1.0,,638.0,2
robertgregorywest/thames-tutoring,https://github.com/robertgregorywest/thames-tutoring,https://api.github.com/repos/robertgregorywest/thames-tutoring/downloads,2020-07-03 15:31:52+00:00,2025-10-03 15:23:51+00:00,0.0,JavaScript,True,True,True,0.0,False,False,13.0,master,1.0,,92.0,2
NaViMaTRiX/Taskify,https://github.com/NaViMaTRiX/Taskify,https://api.github.com/repos/NaViMaTRiX/Taskify/downloads,2024-02-25 10:07:52+00:00,2025-09-27 15:48:32+00:00,1.0,TypeScript,True,True,True,0.0,False,False,0.0,main,1.0,,57.0,1
govfresh/govpress,https://github.com/govfresh/govpress,https://api.github.com/repos/govfresh/govpress/downloads,2014-01-13 01:08:50+00:00,2025-09-20 03:09:46+00:00,136.0,PHP,True,True,True,51.0,False,False,11.0,master,23.0,Organization,185.0,6
therealjasonjara/vanilla-portfolio,https://github.com/therealjasonjara/vanilla-portfolio,https://api.github.com/repos/therealjasonjara/vanilla-portfolio/downloads,2019-05-28 23:51:29+00:00,2025-10-03 04:23:34+00:00,0.0,SCSS,True,True,True,0.0,False,False,0.0,master,1.0,,41.0,2
doopage/react-chat-widget,https://github.com/doopage/react-chat-widget,https://api.github.com/repos/doopage/react-chat-widget/downloads,2024-02-29 21:26:05+00:00,2025-11-01 07:03:36+00:00,2.0,TypeScript,True,True,True,3.0,False,False,0.0,main,2.0,Organization,555.0,29
hemanth506/hemanthraajG,https://github.com/hemanth506/hemanthraajG,https://api.github.com/repos/hemanth506/hemanthraajG/downloads,2024-01-14 08:29:20+00:00,2025-09-16 20:00:43+00:00,0.0,TypeScript,True,True,True,0.0,False,False,5.0,master,1.0,,81.0,2
CSIS-iLab/tradeguys-viz,https://github.com/CSIS-iLab/tradeguys-viz,https://api.github.com/repos/CSIS-iLab/tradeguys-viz/downloads,2018-10-19 16:31:16+00:00,2025-09-03 16:31:09+00:00,0.0,JavaScript,True,True,True,1.0,False,False,0.0,master,2.0,Organization,102.0,5
vinay-004/vinay-004.github.io,https://github.com/vinay-004/vinay-004.github.io,https://api.github.com/repos/vinay-004/vinay-004.github.io/downloads,2020-02-27 21:09:07+00:00,2025-10-29 02:11:07+00:00,0.0,SCSS,True,True,True,0.0,False,False,7.0,master,1.0,,13.0,2
BlenderWang/gatsby-portfolio-2019,https://github.com/BlenderWang/gatsby-portfolio-2019,https://api.github.com/repos/BlenderWang/gatsby-portfolio-2019/downloads,2019-09-16 19:36:47+00:00,2025-09-27 12:31:34+00:00,0.0,JavaScript,True,True,True,0.0,False,False,2.0,master,1.0,,51.0,2
dipayanmaji/inshorts_clone,https://github.com/dipayanmaji/inshorts_clone,https://api.github.com/repos/dipayanmaji/inshorts_clone/downloads,2023-09-11 08:26:25+00:00,2025-10-08 20:35:38+00:00,2.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,70.0,1
paroxp/nelele,https://github.com/paroxp/nelele,https://api.github.com/repos/paroxp/nelele/downloads,2024-07-12 10:34:52+00:00,2025-10-24 17:52:15+00:00,0.0,TypeScript,True,False,True,0.0,False,False,0.0,main,1.0,,41.0,1
ella-jennings/lost-cities-calculator,https://github.com/ella-jennings/lost-cities-calculator,https://api.github.com/repos/ella-jennings/lost-cities-calculator/downloads,2020-05-16 19:11:37+00:00,2025-10-06 00:45:37+00:00,0.0,HTML,True,True,True,0.0,False,False,21.0,master,1.0,,77.0,2
shub197/cinema-box,https://github.com/shub197/cinema-box,https://api.github.com/repos/shub197/cinema-box/downloads,2025-10-12 09:36:59+00:00,2025-11-11 12:27:30+00:00,0.0,TypeScript,True,True,True,0.0,False,False,0.0,main,0.0,,51.0,1
syntx1997/react-php-frontend,https://github.com/syntx1997/react-php-frontend,https://api.github.com/repos/syntx1997/react-php-frontend/downloads,2020-04-11 14:54:15+00:00,2025-10-01 05:00:00+00:00,3.0,JavaScript,True,True,True,0.0,False,False,7.0,master,1.0,,9.0,2
lineuslocal/unistars-front-end,https://github.com/lineuslocal/unistars-front-end,https://api.github.com/repos/lineuslocal/unistars-front-end/downloads,2020-02-03 06:54:42+00:00,2025-09-24 08:23:04+00:00,1.0,Vue,True,True,True,0.0,False,False,15.0,master,2.0,,100.0,8
IgorSelin/sw-chat,https://github.com/IgorSelin/sw-chat,https://api.github.com/repos/IgorSelin/sw-chat/downloads,2022-04-30 12:00:49+00:00,2025-09-12 19:23:33+00:00,0.0,TypeScript,True,True,True,0.0,False,False,0.0,main,1.0,,65.0,2
NidhinKarattil/react-city-tours,https://github.com/NidhinKarattil/react-city-tours,https://api.github.com/repos/NidhinKarattil/react-city-tours/downloads,2019-09-30 16:06:38+00:00,2025-10-16 07:00:44+00:00,0.0,JavaScript,True,True,True,0.0,False,False,6.0,master,1.0,,4.0,1
colinshr/homebrew-core5,https://github.com/colinshr/homebrew-core5,https://api.github.com/repos/colinshr/homebrew-core5/downloads,2025-10-15 16:56:15+00:00,2025-10-15 17:48:05+00:00,0.0,Ruby,True,True,True,0.0,False,False,0.0,main,0.0,,702056.0,30
Svetac27/dla,https://github.com/Svetac27/dla,https://api.github.com/repos/Svetac27/dla/downloads,2025-10-09 08:16:25+00:00,2025-11-05 08:30:20+00:00,0.0,PHP,True,True,True,0.0,False,False,0.0,develop,0.0,,65.0,0
PDBeurope/pdb-rna-viewer,https://github.com/PDBeurope/pdb-rna-viewer,https://api.github.com/repos/PDBeurope/pdb-rna-viewer/downloads,2021-10-15 12:45:15+00:00,2025-10-03 07:43:50+00:00,3.0,TypeScript,True,True,True,3.0,False,False,3.0,main,6.0,Organization,43.0,3
andresmonc/jaimeportfolio,https://github.com/andresmonc/jaimeportfolio,https://api.github.com/repos/andresmonc/jaimeportfolio/downloads,2018-08-10 13:17:51+00:00,2025-10-15 20:35:48+00:00,1.0,CSS,True,True,True,0.0,False,False,18.0,master,0.0,,125.0,2
celalaygar/Building-Management-System-SpringBoot-and-React,https://github.com/celalaygar/Building-Management-System-SpringBoot-and-React,https://api.github.com/repos/celalaygar/Building-Management-System-SpringBoot-and-React/downloads,2020-07-07 16:16:57+00:00,2025-10-31 01:00:57+00:00,6.0,JavaScript,True,True,True,1.0,False,False,0.0,master,1.0,,71.0,2
JustDottie/covid19-react,https://github.com/JustDottie/covid19-react,https://api.github.com/repos/JustDottie/covid19-react/downloads,2020-08-04 14:43:32+00:00,2025-09-13 22:53:09+00:00,0.0,JavaScript,True,True,True,0.0,False,False,7.0,master,0.0,,7.0,2
Combatd/dev_portfolio_page,https://github.com/Combatd/dev_portfolio_page,https://api.github.com/repos/Combatd/dev_portfolio_page/downloads,2019-09-30 05:18:18+00:00,2025-09-22 00:24:34+00:00,0.0,CSS,True,True,True,0.0,False,False,0.0,master,1.0,,76.0,2
weni-ai/bulk_send,https://github.com/weni-ai/bulk_send,https://api.github.com/repos/weni-ai/bulk_send/downloads,2025-07-31 17:01:24+00:00,2025-10-28 21:07:10+00:00,0.0,TypeScript,True,True,True,0.0,False,False,1.0,main,0.0,Organization,612.0,3
matt94nanari/Easy,https://github.com/matt94nanari/Easy,https://api.github.com/repos/matt94nanari/Easy/downloads,2022-07-24 08:56:14+00:00,2025-09-12 08:40:05+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,main,1.0,,60.0,1
ChainSafe/simpleserialize.com,https://github.com/ChainSafe/simpleserialize.com,https://api.github.com/repos/ChainSafe/simpleserialize.com/downloads,2019-06-08 16:33:24+00:00,2025-09-11 13:17:18+00:00,8.0,TypeScript,True,True,True,4.0,False,False,19.0,master,9.0,Organization,195.0,14
bocaletto-luca/LPM,https://github.com/bocaletto-luca/LPM,https://api.github.com/repos/bocaletto-luca/LPM/downloads,2025-09-21 17:20:56+00:00,2025-11-07 05:37:44+00:00,2.0,HTML,True,True,True,0.0,False,False,0.0,main,1.0,,67957.0,1
shubhamshetezoro/fsl-devops-challenge,https://github.com/shubhamshetezoro/fsl-devops-challenge,https://api.github.com/repos/shubhamshetezoro/fsl-devops-challenge/downloads,2025-10-21 18:11:18+00:00,2025-10-21 18:26:49+00:00,0.0,JavaScript,True,True,True,0.0,False,False,5.0,master,0.0,,10.0,3
cruffing0528/Assignment-5,https://github.com/cruffing0528/Assignment-5,https://api.github.com/repos/cruffing0528/Assignment-5/downloads,2025-09-22 17:11:24+00:00,2025-09-27 05:32:55+00:00,0.0,SCSS,True,True,True,0.0,False,False,0.0,main,0.0,,7.0,1
rodrig0c/portfolio,https://github.com/rodrig0c/portfolio,https://api.github.com/repos/rodrig0c/portfolio/downloads,2025-10-02 18:09:17+00:00,2025-10-17 01:56:19+00:00,0.0,HTML,True,True,True,0.0,False,False,0.0,main,0.0,,121.0,1
HenrikBengtsson/jottr.org,https://github.com/HenrikBengtsson/jottr.org,https://api.github.com/repos/HenrikBengtsson/jottr.org/downloads,2018-03-23 22:57:37+00:00,2025-10-30 18:07:25+00:00,0.0,HTML,True,False,True,0.0,False,False,1.0,master,1.0,,445.0,3
JustDottie/pokedex-react,https://github.com/JustDottie/pokedex-react,https://api.github.com/repos/JustDottie/pokedex-react/downloads,2020-08-04 14:10:00+00:00,2025-09-13 22:52:31+00:00,0.0,JavaScript,True,True,True,0.0,False,False,7.0,master,1.0,,30.0,2
Lysini/crm-front,https://github.com/Lysini/crm-front,https://api.github.com/repos/Lysini/crm-front/downloads,2019-07-31 13:13:12+00:00,2025-09-11 18:55:04+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,14.0,2
pardinn/web-moderno,https://github.com/pardinn/web-moderno,https://api.github.com/repos/pardinn/web-moderno/downloads,2018-04-14 21:47:31+00:00,2025-10-19 21:24:59+00:00,2.0,HTML,True,True,True,0.0,False,False,1.0,master,0.0,,433.0,2
hmaiermack/vac-static,https://github.com/hmaiermack/vac-static,https://api.github.com/repos/hmaiermack/vac-static/downloads,2021-02-26 00:31:54+00:00,2025-10-01 14:04:05+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,main,1.0,,117.0,1
raman-m/redux,https://github.com/raman-m/redux,https://api.github.com/repos/raman-m/redux/downloads,2019-05-15 14:19:07+00:00,2025-09-03 08:35:02+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,65.0,2
Latteflo/Portfolio,https://github.com/Latteflo/Portfolio,https://api.github.com/repos/Latteflo/Portfolio/downloads,2022-06-01 15:57:28+00:00,2025-10-19 12:25:12+00:00,0.0,SCSS,True,True,True,0.0,False,False,7.0,main,0.0,,272.0,3
rans0000/vinsys-home,https://github.com/rans0000/vinsys-home,https://api.github.com/repos/rans0000/vinsys-home/downloads,2021-07-17 05:33:53+00:00,2025-08-03 07:58:44+00:00,0.0,CSS,True,True,True,0.0,False,False,0.0,master,1.0,,225.0,11
DEFRA/cites-pegasus,https://github.com/DEFRA/cites-pegasus,https://api.github.com/repos/DEFRA/cites-pegasus/downloads,2023-06-20 10:53:33+00:00,2025-09-18 15:57:06+00:00,0.0,JavaScript,True,True,True,1.0,False,False,0.0,main,0.0,Organization,1568.0,13
aleksandra-rybinska/invoice-generator,https://github.com/aleksandra-rybinska/invoice-generator,https://api.github.com/repos/aleksandra-rybinska/invoice-generator/downloads,2021-12-03 13:51:04+00:00,2025-09-02 05:52:08+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,16.0,1
bin778/CustomPCBuilder,https://github.com/bin778/CustomPCBuilder,https://api.github.com/repos/bin778/CustomPCBuilder/downloads,2023-07-31 10:46:54+00:00,2025-09-21 14:30:06+00:00,1.0,JavaScript,True,True,True,0.0,False,False,3.0,main,1.0,,202.0,2
ChristophWurst/npm_scripts,https://github.com/ChristophWurst/npm_scripts,https://api.github.com/repos/ChristophWurst/npm_scripts/downloads,2018-04-10 23:04:17+00:00,2025-08-04 08:25:42+00:00,0.0,Rust,True,False,True,0.0,False,False,18.0,master,1.0,,23.0,4
sajeevah/build-a-bot-vue,https://github.com/sajeevah/build-a-bot-vue,https://api.github.com/repos/sajeevah/build-a-bot-vue/downloads,2020-03-31 20:09:24+00:00,2025-10-05 21:07:07+00:00,0.0,Vue,True,True,True,0.0,False,False,6.0,master,1.0,,144.0,2
zai1208/t-zgames,https://github.com/zai1208/t-zgames,https://api.github.com/repos/zai1208/t-zgames/downloads,2020-05-08 00:26:53+00:00,2025-09-13 01:15:29+00:00,0.0,JavaScript,True,True,True,0.0,False,False,19.0,master,1.0,,49.0,4
bhavik-sa/greenhalo_frontend,https://github.com/bhavik-sa/greenhalo_frontend,https://api.github.com/repos/bhavik-sa/greenhalo_frontend/downloads,2025-09-25 05:11:43+00:00,2025-10-03 08:32:09+00:00,0.0,HTML,True,True,True,0.0,False,False,0.0,main,0.0,,16.0,1
SDUOJ/sduoj-web2,https://github.com/SDUOJ/sduoj-web2,https://api.github.com/repos/SDUOJ/sduoj-web2/downloads,2021-08-26 03:12:40+00:00,2025-09-09 05:03:21+00:00,6.0,TypeScript,True,False,True,6.0,False,False,15.0,master,1.0,Organization,429.0,6
dylanjustice/gatsby-resume,https://github.com/dylanjustice/gatsby-resume,https://api.github.com/repos/dylanjustice/gatsby-resume/downloads,2020-06-30 00:46:05+00:00,2025-10-15 01:40:50+00:00,0.0,TypeScript,True,True,True,0.0,False,False,0.0,trunk,1.0,,71.0,1
huyledntech/ob9-desktop,https://github.com/huyledntech/ob9-desktop,https://api.github.com/repos/huyledntech/ob9-desktop/downloads,2024-10-01 14:35:08+00:00,2025-10-13 14:56:07+00:00,0.0,HTML,True,True,True,0.0,False,False,0.0,main,1.0,,32.0,1
Dtrust/weather,https://github.com/Dtrust/weather,https://api.github.com/repos/Dtrust/weather/downloads,2022-11-18 18:46:18+00:00,2025-09-22 18:09:48+00:00,0.0,TypeScript,True,True,True,0.0,False,False,0.0,master,1.0,,10.0,1
krishnapanchal94/Portfolio,https://github.com/krishnapanchal94/Portfolio,https://api.github.com/repos/krishnapanchal94/Portfolio/downloads,2018-09-30 12:16:33+00:00,2025-08-01 06:04:03+00:00,0.0,SCSS,True,True,True,0.0,False,False,0.0,master,1.0,,70.0,2
adrianrdz9/basicWebpage,https://github.com/adrianrdz9/basicWebpage,https://api.github.com/repos/adrianrdz9/basicWebpage/downloads,2018-02-10 21:08:02+00:00,2025-09-16 19:22:56+00:00,0.0,JavaScript,True,True,True,0.0,False,False,5.0,master,1.0,,26.0,2
Islemourred/Coreza_Dashboard,https://github.com/Islemourred/Coreza_Dashboard,https://api.github.com/repos/Islemourred/Coreza_Dashboard/downloads,2025-10-25 12:08:05+00:00,2025-11-02 05:25:40+00:00,0.0,JavaScript,True,True,True,1.0,False,False,0.0,main,0.0,,26.0,2
agross/git-reveal,https://github.com/agross/git-reveal,https://api.github.com/repos/agross/git-reveal/downloads,2014-11-18 17:38:13+00:00,2025-07-29 06:03:34+00:00,12.0,JavaScript,True,False,True,1.0,False,False,9.0,gh-pages,1.0,,2473.0,30
gruener-campus-malchow/startseite,https://github.com/gruener-campus-malchow/startseite,https://api.github.com/repos/gruener-campus-malchow/startseite/downloads,2020-09-04 11:40:21+00:00,2025-09-17 11:58:07+00:00,3.0,SCSS,True,True,True,0.0,False,False,0.0,master,3.0,Organization,155.0,3
Camarga/carolina-martinez-react-portfolio,https://github.com/Camarga/carolina-martinez-react-portfolio,https://api.github.com/repos/Camarga/carolina-martinez-react-portfolio/downloads,2025-07-03 13:24:03+00:00,2025-09-29 19:25:03+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,main,0.0,,8.0,0
MMaher25/your-mortgage-bff.com,https://github.com/MMaher25/your-mortgage-bff.com,https://api.github.com/repos/MMaher25/your-mortgage-bff.com/downloads,2020-01-07 23:04:22+00:00,2025-09-04 15:55:20+00:00,0.0,SCSS,True,True,True,0.0,False,False,6.0,master,1.0,,40.0,2
marcelorubens/mrubens,https://github.com/marcelorubens/mrubens,https://api.github.com/repos/marcelorubens/mrubens/downloads,2020-02-20 17:03:33+00:00,2025-10-20 12:25:35+00:00,0.0,Vue,True,True,True,0.0,False,False,1.0,master,1.0,,165.0,2
KejawenLab/SemartApiSkeleton,https://github.com/KejawenLab/SemartApiSkeleton,https://api.github.com/repos/KejawenLab/SemartApiSkeleton/downloads,2020-05-31 09:41:34+00:00,2025-09-11 14:14:33+00:00,71.0,JavaScript,True,True,True,17.0,False,False,4.0,main,4.0,Organization,836.0,6
mattfranciswork0/portfolio3,https://github.com/mattfranciswork0/portfolio3,https://api.github.com/repos/mattfranciswork0/portfolio3/downloads,2021-04-05 20:50:13+00:00,2025-10-13 15:29:39+00:00,0.0,TypeScript,True,True,True,0.0,False,False,0.0,master,1.0,,172.0,2
nhoizey/nho-com-webmentions,https://github.com/nhoizey/nho-com-webmentions,https://api.github.com/repos/nhoizey/nho-com-webmentions/downloads,2021-07-30 15:12:21+00:00,2025-09-01 15:57:54+00:00,0.0,SCSS,True,False,True,0.0,False,False,0.0,master,1.0,,50.0,3
hdicko/leidimen,https://github.com/hdicko/leidimen,https://api.github.com/repos/hdicko/leidimen/downloads,2025-08-18 20:28:54+00:00,2025-11-04 18:08:44+00:00,0.0,HTML,True,True,True,0.0,False,False,0.0,main,0.0,,102.0,1
butchi/nenga,https://github.com/butchi/nenga,https://api.github.com/repos/butchi/nenga/downloads,2016-01-01 12:22:40+00:00,2025-10-08 02:14:26+00:00,0.0,Vue,True,True,True,0.0,False,False,59.0,master,1.0,,375.0,4
lessfish/jsj,https://github.com/lessfish/jsj,https://api.github.com/repos/lessfish/jsj/downloads,2017-08-08 03:38:12+00:00,2025-09-10 23:32:40+00:00,0.0,JavaScript,True,True,True,0.0,False,False,0.0,master,1.0,,33.0,1
AlbertGomezReverter/albertgomezreverter.github.io,https://github.com/AlbertGomezReverter/albertgomezreverter.github.io,https://api.github.com/repos/AlbertGomezReverter/albertgomezreverter.github.io/downloads,2017-04-28 04:45:01+00:00,2025-08-27 15:57:51+00:00,0.0,HTML,True,True,True,0.0,False,False,6.0,master,1.0,,50.0,2
unapersona/galipsum,https://github.com/unapersona/galipsum,https://api.github.com/repos/unapersona/galipsum/downloads,2020-07-08 07:13:03+00:00,2025-07-22 13:38:42+00:00,2.0,PHP,True,False,True,1.0,False,False,0.0,master,1.0,,37.0,3
